GNEG1121,GNEG1111
MEEG4633,MEEG2100,MEEG2303,MEEG3013,MEEG3503
MEEG4703,MATH2574
CHEM1124,CHEM1103
BIOL1604,BIOL1544
PHYS2074,PHYS2054,MATH2564
PHYS2054,MATH2554
MATH2584,MATH2564
MATH2574,MATH2564
MATH2564,MATH2554
MATH3103,MATH2603
MATH3083,MATH2554
MATH2603,MATH2554
ENGL1023,ENGL1013
